Id,SOURCE,TARGET,LabelSource,LabelTarget
1305,1323,17,Evernow,New Enterprise Associates
1306,999,17,Canopy,New Enterprise Associates
1307,1959,17,Elastic,New Enterprise Associates
1308,1977,17,Good Technology,New Enterprise Associates
1309,1794,75,Uniphore,Sorenson Capital
1310,1597,75,Lilt,Sorenson Capital
1311,402,75,Fastly,Sorenson Capital
1312,2499,75,Couchbase,Sorenson Capital
1313,1794,200,Uniphore,IIFL Finance
1314,781,200,UpGrad,IIFL Finance
1315,1344,200,Licious,IIFL Finance
1316,1794,1123,Uniphore,Chiratae Ventures
1317,1049,1123,LetsVenture,Chiratae Ventures
1318,2019,1123,Kristal.AI,Chiratae Ventures
1319,1794,2562,Uniphore,YourNest Venture Capital
1320,1454,1360,Sonos,Headline
1321,2681,1360,Sorare,Headline
1322,2609,1360,Staffbase,Headline
1323,1786,1360,The Family,Headline
1324,1886,1360,Icertis,Headline
1325,2311,1360,Grin,Headline
1326,756,1360,Bird,Headline
1327,1198,1360,Azimo,Headline
1328,1410,1360,Farfetch,Headline
1329,1454,1338,Sonos,Index Ventures
1330,2454,1338,Zendesk,Index Ventures
1331,2261,1338,ServiceTitan,Index Ventures
1332,1698,1338,Typeform,Index Ventures
1333,574,1338,SESO,Index Ventures
1334,2378,1338,Squarespace,Index Ventures
1335,322,1338,Wiz,Index Ventures
1336,1585,1338,Zuora,Index Ventures
1337,1786,1338,The Family,Index Ventures
1338,713,1338,Intercom,Index Ventures
1339,816,1338,Rec Room,Index Ventures
1340,2106,1338,Montonio,Index Ventures
1341,628,1338,SafetyCulture,Index Ventures
1342,1877,1338,Nova Credit,Index Ventures
1343,2653,1338,Iterable,Index Ventures
1344,1073,1338,People.ai,Index Ventures
1345,2377,1338,Productboard,Index Ventures
1346,2069,1338,Fast,Index Ventures
1347,1578,1338,Datadog,Index Ventures
1348,2101,1338,Etsy,Index Ventures
1349,774,1338,Adyen,Index Ventures
1350,1959,1338,Elastic,Index Ventures
1351,464,1338,Base,Index Ventures
1352,2521,1338,Credit Benchmark,Index Ventures
1353,1454,306,Sonos,Kohlberg Kravis Roberts
1354,949,306,Starry,Kohlberg Kravis Roberts
1355,1902,306,Policygenius,Kohlberg Kravis Roberts
1356,1260,306,PropertyGuru Group,Kohlberg Kravis Roberts
1357,2240,306,o9 Solutions,Kohlberg Kravis Roberts
1358,2090,306,KnowBe4,Kohlberg Kravis Roberts
1359,2607,306,GrowSari,Kohlberg Kravis Roberts
1360,1604,306,Pandora,Kohlberg Kravis Roberts
1361,1987,306,Darktrace,Kohlberg Kravis Roberts
1362,248,306,GoDaddy,Kohlberg Kravis Roberts
1363,1854,306,FanDuel,Kohlberg Kravis Roberts
1364,1454,1863,Sonos,EquityZen
1365,1065,1863,Zscaler,EquityZen
1366,2131,1863,Adaptive Biotechnologies,EquityZen
1367,244,1863,Glassdoor,EquityZen
1368,341,1591,Sanofi,Evotec
1369,341,2193,Sanofi,Blackstone Life Sciences
1370,1558,2193,Medtronic,Blackstone Life Sciences
1371,1296,2303,Thunes,Checkout.com
1372,1296,2015,Thunes,Future Shape
1373,2286,2015,Sweep,Future Shape
1374,1296,1563,Thunes,Helios Investment Partners
1375,1699,935,Turo,Intact Financial Corporation
1376,1699,370,Turo,GV
1377,2439,370,Viz,GV
1378,426,370,SecurityScorecard,GV
1379,2071,370,Snorkel AI,GV
1380,2342,370,SpinLaunch,GV
1381,858,370,SambaNova Systems,GV
1382,149,370,Slack,GV
1383,1124,370,Nothing,GV
1384,1120,370,Puppet,GV
1385,41,370,Helium,GV
1386,454,370,Robinhood,GV
1387,433,370,Rattle,GV
1388,1267,370,HubSpot,GV
1389,713,370,Intercom,GV
1390,672,370,Obsidian Security,GV
1391,998,370,Pindrop,GV
1392,2296,370,Hivemapper,GV
1393,2470,370,Podium,GV
1394,648,370,Homebound,GV
1395,2308,370,LifeMine Therapeutics,GV
1396,129,370,AngelList,GV
1397,275,370,Checkr,GV
1398,1490,370,Andela,GV
1399,616,370,Digits,GV
1400,542,370,GitLab,GV
1401,662,370,DocuSign,GV
1402,1255,370,Ethos,GV
1403,1543,370,Cohesity,GV
1404,2455,370,Brightline,GV
1405,959,370,Blavity,GV
1406,2248,370,Freenome,GV
1407,1374,370,ClassPass,GV
1408,1574,370,Carbon,GV
1409,980,370,Cloudera,GV
1410,2066,370,Clever,GV
1411,363,370,DNAnexus,GV
1412,1968,370,CircleUp,GV
1413,1990,370,Blockchain.com,GV
1414,1699,1435,Turo,Daimler
1415,776,1435,Volocopter,Daimler
1416,607,1435,what3words,Daimler
1417,1901,1435,Careem,Daimler
1418,1234,1435,ChargePoint,Daimler
1419,708,1435,Bolt,Daimler
1420,1699,2351,Turo,Shasta Ventures
1421,2624,2351,Tonal,Shasta Ventures
1422,826,2351,Lattice,Shasta Ventures
1423,1073,2351,People.ai,Shasta Ventures
1424,1900,2351,LawVu,Shasta Ventures
1425,809,2351,Anaplan,Shasta Ventures
1426,1236,2351,Data.world,Shasta Ventures
1427,1495,2351,Ascend.io,Shasta Ventures
1428,1699,96,Turo,MassChallenge
1429,1749,96,Phool,MassChallenge
1430,1686,96,ProtonMail,MassChallenge
1431,26,96,Beewise,MassChallenge
1432,497,96,Gig Wage,MassChallenge
1433,287,851,Treinta,Goodwater Capital
1434,273,851,Greenlight,Goodwater Capital
1435,1024,851,Jerry,Goodwater Capital
1436,131,851,Pocket FM,Goodwater Capital
1437,1666,851,Citizen,Goodwater Capital
1438,287,986,Treinta,PayU
1439,531,986,ZestMoney,PayU
1440,2309,986,Remitly,PayU
1441,287,2241,Treinta,Outbound Ventures
1442,1846,2241,Maude,Outbound Ventures
1443,287,1618,Treinta,Commerce Ventures
1444,2509,1618,Prime Trust,Commerce Ventures
1445,1684,1618,Kin Insurance,Commerce Ventures
1446,2635,1618,Card91,Commerce Ventures
1447,1367,573,Zume,SoftBank Vision Fund
1448,2161,573,Whatfix,SoftBank Vision Fund
1449,2478,573,Zeta,SoftBank Vision Fund
1450,366,573,Sendoso,SoftBank Vision Fund
1451,698,573,Vestiaire Collective,SoftBank Vision Fund
1452,552,573,ShipBob,SoftBank Vision Fund
1453,508,573,Veho,SoftBank Vision Fund
1454,1986,573,Yanolja,SoftBank Vision Fund
1455,858,573,SambaNova Systems,SoftBank Vision Fund
1456,2129,573,NVIDIA,SoftBank Vision Fund
1457,1051,573,Pax8,SoftBank Vision Fund
1458,282,573,Improbable,SoftBank Vision Fund
1459,711,573,OYO,SoftBank Vision Fund
1460,2174,573,OfBusiness,SoftBank Vision Fund
1461,315,573,Roofstock,SoftBank Vision Fund
1462,918,573,Pacaso,SoftBank Vision Fund
1463,2213,573,Gympass,SoftBank Vision Fund
1464,1772,573,Pantheon,SoftBank Vision Fund
1465,2458,573,Redis,SoftBank Vision Fund
1466,1886,573,Icertis,SoftBank Vision Fund
1467,9,573,GoStudent,SoftBank Vision Fund
1468,163,573,Revolut,SoftBank Vision Fund
1469,683,573,Neuron23,SoftBank Vision Fund
1470,1436,573,OurCrowd,SoftBank Vision Fund
1471,292,573,Observe.AI,SoftBank Vision Fund
1472,1816,573,blinkit,SoftBank Vision Fund
1473,1603,573,Digital Currency Group,SoftBank Vision Fund
1474,1490,573,Andela,SoftBank Vision Fund
1475,2595,573,6sense,SoftBank Vision Fund
1476,1941,573,Esusu Financial,SoftBank Vision Fund
1477,479,573,Clarify Health Solutions,SoftBank Vision Fund
1478,429,573,Clearco,SoftBank Vision Fund
1479,1543,573,Cohesity,SoftBank Vision Fund
1480,2497,573,Forto,SoftBank Vision Fund
1481,899,573,Fair,SoftBank Vision Fund
1482,1829,573,Go1,SoftBank Vision Fund
1483,2674,573,Delhivery,SoftBank Vision Fund
1484,2568,573,ElasticRun,SoftBank Vision Fund
1485,330,573,Extend,SoftBank Vision Fund
1486,579,573,DoorDash,SoftBank Vision Fund
1487,1288,573,Embark,SoftBank Vision Fund
1488,2035,573,Apollo Agriculture,SoftBank Vision Fund
1489,195,573,Funding Societies,SoftBank Vision Fund
1490,2121,573,fabric,SoftBank Vision Fund
1491,1319,573,Forward,SoftBank Vision Fund
1492,1789,573,ByteDance,SoftBank Vision Fund
1493,668,573,Cruise,SoftBank Vision Fund
1494,1367,2185,Zume,SignalFire
1495,965,2185,Twingate,SignalFire
1496,339,2185,Osso VR,SignalFire
1497,1496,2185,Grammarly,SignalFire
1498,807,2185,Bubble,SignalFire
1499,1367,666,Zume,FJ Labs
1500,2225,666,Yieldstreet,FJ Labs
1501,2449,666,Simpl,FJ Labs
1502,101,666,Knock,FJ Labs
1503,2078,666,Route,FJ Labs
1504,1693,666,Latitud,FJ Labs
1505,2214,666,BlueOcean,FJ Labs
1506,1854,666,FanDuel,FJ Labs
1507,1367,2046,Zume,AME Cloud Ventures
1508,356,2046,Zoom,AME Cloud Ventures
1509,455,2046,Treasure Data,AME Cloud Ventures
1510,308,2046,Birdeye,AME Cloud Ventures
1511,1500,2046,Eat Just,AME Cloud Ventures
1512,1367,148,Zume,Maveron
1513,1687,148,Course Hero,Maveron
1514,1150,148,eBay,Maveron
1515,2225,1921,Yieldstreet,Gaingels
1516,2480,1921,Wonderschool,Gaingels
1517,446,1921,Thirty Madison,Gaingels
1518,1704,1921,Unstoppable Domains,Gaingels
1519,1851,1921,Shiprocket,Gaingels
1520,1932,1921,GrubMarket,Gaingels
1521,907,1921,Republic,Gaingels
1522,84,1921,Qonto,Gaingels
1523,909,1921,Jeeves,Gaingels
1524,918,1921,Pacaso,Gaingels
1525,1479,1921,Natural Fiber Welding,Gaingels
1526,759,1921,Octane,Gaingels
1527,1073,1921,People.ai,Gaingels
1528,648,1921,Homebound,Gaingels
1529,1324,1921,Remote,Gaingels
1530,1052,1921,Genies,Gaingels
1531,1971,1921,Bambee,Gaingels
1532,2464,1921,Eight Sleep,Gaingels
1533,1219,1921,Fuzzy,Gaingels
1534,442,1921,Cart.com,Gaingels
1535,1452,1921,Capchase,Gaingels
1536,2397,1921,Binance.US,Gaingels
1537,1387,1921,Diligent Robotics,Gaingels
1538,2455,1921,Brightline,Gaingels
1539,883,1921,Cleo,Gaingels
1540,905,1921,Esper,Gaingels
1541,972,1921,Blockstream,Gaingels
1542,1995,1921,BlockFi,Gaingels
1543,2225,620,Yieldstreet,Edison Partners
1544,257,620,Slingshot Aerospace,Edison Partners
1545,796,620,Kaiyo,Edison Partners
1546,2225,22,Yieldstreet,Greycroft
1547,1720,22,SmartHop,Greycroft
1548,2172,22,Mercato,Greycroft
1549,1971,22,Bambee,Greycroft
1550,1692,22,Cuyana,Greycroft
1551,2637,22,Amplify.LA,Greycroft
1552,2225,2615,Yieldstreet,Soros Fund Management
1553,1937,2615,PolySign,Soros Fund Management
1554,1724,920,Yokoy,Balderton Capital
1555,2286,920,Sweep,Balderton Capital
1556,1157,920,Talend,Balderton Capital
1557,1469,920,Seedcamp,Balderton Capital
1558,283,920,Crowdcube,Balderton Capital
1559,238,920,Avi Medical,Balderton Capital
1560,2310,920,Coronet,Balderton Capital
1561,2521,920,Credit Benchmark,Balderton Capital
1562,1724,2347,Yokoy,Speedinvest
1563,1145,2347,Wayflyer,Speedinvest
1564,2367,2347,Sona,Speedinvest
1565,2017,2347,Khazna,Speedinvest
1566,9,2347,GoStudent,Speedinvest
1567,593,2347,Bitpanda,Speedinvest
1568,1724,580,Yokoy,Left Lane Capital
1569,1983,580,Black Crow AI,Left Lane Capital
1570,1724,2483,Yokoy,Swisscom Ventures
1571,1125,2483,Beqom,Swisscom Ventures
1572,445,2591,Solana,BlockTower Capital
1573,637,2591,Yield Guild Games,BlockTower Capital
1574,1403,2591,Dapper Labs,BlockTower Capital
1575,2100,2591,Aptos,BlockTower Capital
1576,1529,2591,Enjin,BlockTower Capital
1577,445,606,Solana,Slow Ventures
1578,2312,606,Shippo,Slow Ventures
1579,332,606,Wealthfront,Slow Ventures
1580,357,606,Tile,Slow Ventures
1581,454,606,Robinhood,Slow Ventures
1582,1487,606,OpenPhone,Slow Ventures
1583,2320,606,Parallel Finance,Slow Ventures
1584,863,606,Lightning Labs,Slow Ventures
1585,1604,606,Pandora,Slow Ventures
1586,129,606,AngelList,Slow Ventures
1587,1718,606,Birchbox,Slow Ventures
1588,1288,606,Embark,Slow Ventures
1589,1666,606,Citizen,Slow Ventures
1590,1321,2614,Samsung Electronics,Ashika Soni
1591,1087,2491,Shopify,OMERS Ventures
1592,1599,2491,WorkRamp,OMERS Ventures
1593,1105,2491,Wave,OMERS Ventures
1594,1729,2491,Hopper,OMERS Ventures
1595,1121,2491,Hootsuite,OMERS Ventures
1596,258,2491,League,OMERS Ventures
1597,1603,2491,Digital Currency Group,OMERS Ventures
1598,1087,535,Shopify,FirstMark
1599,2014,535,Upgrade,FirstMark
1600,949,535,Starry,FirstMark
1601,983,535,Upwork,FirstMark
1602,100,535,Riot Games,FirstMark
1603,2601,535,Justworks,FirstMark
1604,2354,535,DraftKings,FirstMark
1605,1870,535,EvolutionIQ,FirstMark
1606,1668,535,Dataiku,FirstMark
1607,1087,566,Shopify,Felicis Ventures
1608,1671,566,Origin,Felicis Ventures
1609,774,566,Adyen,Felicis Ventures
1610,2161,2484,Whatfix,Square
1611,0,2484,Livspace,Square
1612,308,2484,Birdeye,Square
1613,2161,1897,Whatfix,F-Prime Capital
1614,2576,1897,OTA Insight,F-Prime Capital
1615,1161,1897,MoEngage,F-Prime Capital
1616,1288,1897,Embark,F-Prime Capital
1617,2592,1897,Doceree,F-Prime Capital
1618,2161,390,Whatfix,Stellaris Venture Partners
1619,2547,390,Vogo,Stellaris Venture Partners
1620,2290,390,mfine,Stellaris Venture Partners
1621,1887,390,Mamaearth,Stellaris Venture Partners
1622,733,172,Trace,Brand Foundry Ventures
1623,1718,172,Birchbox,Brand Foundry Ventures
1624,733,1465,Trace,Intel Capital
1625,138,1465,IndiaMART,Intel Capital
1626,1874,1465,Razer,Intel Capital
1627,1597,1465,Lilt,Intel Capital
1628,1035,1465,Gro Intelligence,Intel Capital
1629,2553,1465,Rakuten,Intel Capital
1630,517,1465,Exo,Intel Capital
1631,733,2589,Trace,Toba Capital
1632,203,2589,Alteryx,Toba Capital
1633,1423,2589,Conversica,Toba Capital
1634,2651,2589,FloQast,Toba Capital
1635,733,420,Trace,NextGen Venture Partners
1636,733,2637,Trace,Amplify.LA
1637,386,2236,Yandex,Almaz Capital
1638,386,187,Yandex,RTP Global
1639,386,1164,Yandex,Roman Abramovich
1640,386,1602,Yandex,Baring Vostok Capital Partners
1641,890,301,Vytalize Health,KittyHawk Ventures
1642,890,2707,Vytalize Health,North Coast Ventures
1643,2479,2707,Zebra Technologies,North Coast Ventures
1644,890,115,Vytalize Health,Dreamit Ventures
1645,438,115,Snappt,Dreamit Ventures
1646,890,1733,Vytalize Health,Enhanced Healthcare Partners
1647,890,547,Vytalize Health,Kawn Ventures
1648,1353,1147,Sophos,TA Associates
1649,961,1147,IFS,TA Associates
1650,1018,1147,K2,TA Associates
1651,2422,1147,Bigpoint,TA Associates
1652,2534,205,Squire,AltaIR Capital
1653,1006,205,OpenWeb,AltaIR Capital
1654,2534,1841,Squire,SB Opportunity Fund
1655,2234,1841,Welcome Tech,SB Opportunity Fund
1656,405,1841,Subject,SB Opportunity Fund
1657,2534,916,Squire,Bossa Nova Investimentos
1658,2677,916,Trell,Bossa Nova Investimentos
1659,1459,916,Umba,Bossa Nova Investimentos
1660,405,916,Subject,Bossa Nova Investimentos
1661,1057,916,Sary,Bossa Nova Investimentos
1662,626,916,Sherpa,Bossa Nova Investimentos
1663,1035,916,Gro Intelligence,Bossa Nova Investimentos
1664,1294,916,Reforge,Bossa Nova Investimentos
1665,848,916,Hack VC,Bossa Nova Investimentos
1666,2397,916,Binance.US,Bossa Nova Investimentos
1667,2108,916,Everli,Bossa Nova Investimentos
1668,1768,916,Encantos,Bossa Nova Investimentos
1669,684,916,Altibbi,Bossa Nova Investimentos
1670,1437,916,BoostUp.ai,Bossa Nova Investimentos
1671,1280,1499,Satellogic,Liberty Strategic Capital
1672,1357,1499,BlueVoyant,Liberty Strategic Capital
1673,1280,1091,Satellogic,Endeavor Catalyst
1674,1057,1091,Sary,Endeavor Catalyst
1675,2530,1091,SWVL Technologies,Endeavor Catalyst
1676,2555,1091,Insider,Endeavor Catalyst
1677,984,1091,Payhawk,Endeavor Catalyst
1678,2108,1091,Everli,Endeavor Catalyst
1679,2565,1091,Crehana,Endeavor Catalyst
1680,684,1091,Altibbi,Endeavor Catalyst
1681,1280,1142,Satellogic,SoftBank Capital
1682,1262,1142,Yahoo,SoftBank Capital
1683,2373,1142,OneWeb,SoftBank Capital
1684,1538,1142,NetEase,SoftBank Capital
1685,237,1142,Renren,SoftBank Capital
1686,1280,2042,Satellogic,Cantor Fitzgerald
1687,358,1067,The Honest Company,General Catalyst
1688,1484,1067,Stripe,General Catalyst
1689,1962,1067,ThoughtSpot,General Catalyst
1690,1967,1067,Spinny,General Catalyst
1691,2465,1067,TravelPerk,General Catalyst
1692,732,1067,SWORD Health,General Catalyst
1693,508,1067,Veho,General Catalyst
1694,297,1067,Singular,General Catalyst
1695,2552,1067,Nord Security,General Catalyst
1696,1267,1067,HubSpot,General Catalyst
1697,2113,1067,Hive,General Catalyst
1698,183,1067,Mina,General Catalyst
1699,1705,1067,Guild Education,General Catalyst
1700,1877,1067,Nova Credit,General Catalyst
1701,1671,1067,Origin,General Catalyst
1702,729,1067,OneCode,General Catalyst
1703,1324,1067,Remote,General Catalyst
1704,1496,1067,Grammarly,General Catalyst
1705,2464,1067,Eight Sleep,General Catalyst
1706,927,1067,Chief,General Catalyst
1707,303,1067,FarMart,General Catalyst
1708,2432,1067,Datto,General Catalyst
1709,1255,1067,Ethos,General Catalyst
1710,749,1067,Eleanor Health,General Catalyst
1711,2525,1067,Fivetran,General Catalyst
1712,1349,1067,Aura,General Catalyst
1713,1374,1067,ClassPass,General Catalyst
1714,812,1067,ChannelEngine,General Catalyst
1715,1232,1067,CRED,General Catalyst
1716,1638,1067,FundersClub,General Catalyst
1717,1375,1067,Aviatrix,General Catalyst
1718,358,1391,The Honest Company,M13
1719,2220,1391,Lyft,M13
1720,863,1391,Lightning Labs,M13
1721,1566,1391,Ring,M13
1722,2230,1391,Northstar,M13
1723,756,1391,Bird,M13
1724,1374,1391,ClassPass,M13
1725,627,1391,Boba Network,M13
1726,358,595,The Honest Company,Fidelity Management and Research Company
1727,2649,595,Shift,Fidelity Management and Research Company
1728,52,595,Somatus,Fidelity Management and Research Company
1729,1281,595,Tanium,Fidelity Management and Research Company
1730,2378,595,Squarespace,Fidelity Management and Research Company
1731,551,595,Starling Bank,Fidelity Management and Research Company
1732,2559,595,Nykaa,Fidelity Management and Research Company
1733,2116,595,GupShup,Fidelity Management and Research Company
1734,2440,595,Rent the Runway,Fidelity Management and Research Company
1735,385,595,Rivian,Fidelity Management and Research Company
1736,2308,595,LifeMine Therapeutics,Fidelity Management and Research Company
1737,837,595,Perella Weinberg Partners,Fidelity Management and Research Company
1738,358,910,The Honest Company,Lightspeed Venture Partners
1739,1962,910,ThoughtSpot,Lightspeed Venture Partners
1740,2331,910,ShearShare,Lightspeed Venture Partners
1741,1065,910,Zscaler,Lightspeed Venture Partners
1742,1439,910,Theta Lake,Lightspeed Venture Partners
1743,2071,910,Snorkel AI,Lightspeed Venture Partners
1744,1653,910,Shipper,Lightspeed Venture Partners
1745,2060,910,Wheel,Lightspeed Venture Partners
1746,1460,910,Yugabyte,Lightspeed Venture Partners
1747,2111,910,Wintermute Trading,Lightspeed Venture Partners
1748,266,910,Pensando,Lightspeed Venture Partners
1749,114,910,Grafana Labs,Lightspeed Venture Partners
1750,265,910,Laiye,Lightspeed Venture Partners
1751,1847,910,Handshake,Lightspeed Venture Partners
1752,2274,910,Pixxel,Lightspeed Venture Partners
1753,315,910,Roofstock,Lightspeed Venture Partners
1754,2320,910,Parallel Finance,Lightspeed Venture Partners
1755,2418,910,Moveworks,Lightspeed Venture Partners
1756,1526,910,Natera,Lightspeed Venture Partners
1757,808,910,Netskope,Lightspeed Venture Partners
1758,793,910,Panther Labs,Lightspeed Venture Partners
1759,131,910,Pocket FM,Lightspeed Venture Partners
1760,984,910,Payhawk,Lightspeed Venture Partners
1761,7,910,Innovaccer,Lightspeed Venture Partners
1762,260,910,Lianluo,Lightspeed Venture Partners
1763,2325,910,Classplus,Lightspeed Venture Partners
1764,1318,910,Axonius,Lightspeed Venture Partners
1765,962,910,Alloy,Lightspeed Venture Partners
1766,2229,910,Celona,Lightspeed Venture Partners
1767,717,910,FTX US,Lightspeed Venture Partners
1768,2159,910,DataStax,Lightspeed Venture Partners
1769,1768,910,Encantos,Lightspeed Venture Partners
1770,1990,910,Blockchain.com,Lightspeed Venture Partners
1771,358,1857,The Honest Company,L Catterton
1772,2624,1857,Tonal,L Catterton
1773,2145,1857,Hydrow,L Catterton
1774,2001,1857,FLASH,L Catterton
1775,2498,235,SiFive,Coatue
1776,2038,235,SpotOn,Coatue
1777,2286,235,Sweep,Coatue
1778,2014,235,Upgrade,Coatue
1779,2147,235,Vedantu,Coatue
1780,2060,235,Wheel,Coatue
1781,568,235,Scale AI,Coatue
1782,45,235,Niantic,Coatue
1783,114,235,Grafana Labs,Coatue
1784,1847,235,Handshake,Coatue
1785,1933,235,PlayVS,Coatue
1786,503,235,Postman,Coatue
1787,2537,235,Rebel Foods,Coatue
1788,1969,235,Meituan,Coatue
1789,816,235,Rec Room,Coatue
1790,160,235,Mux,Coatue
1791,793,235,Panther Labs,Coatue
1792,232,235,Pleo,Coatue
1793,9,235,GoStudent,Coatue
1794,385,235,Rivian,Coatue
1795,831,235,Mercury,Coatue
1796,275,235,Checkr,Coatue
1797,1227,235,Choco,Coatue
1798,942,235,Airbyte,Coatue
1799,1901,235,Careem,Coatue
1800,809,235,Anaplan,Coatue
1801,1103,235,Box,Coatue
1802,1208,235,Afterpay,Coatue
1803,2572,235,Causal,Coatue
1804,1232,235,CRED,Coatue
1805,2303,235,Checkout.com,Coatue
1806,2276,235,Bitmain,Coatue
1807,2498,970,SiFive,Khaira Capital
1808,1958,970,Skims,Khaira Capital
1809,1729,970,Hopper,Khaira Capital
1810,333,970,AiFi,Khaira Capital
1811,2268,970,Captain Fresh,Khaira Capital
1812,1646,970,Clari,Khaira Capital
1813,2498,2424,SiFive,Samsung Ventures
1814,2677,2424,Trell,Samsung Ventures
1815,2649,2199,Shift,Alumni Ventures
1816,257,2199,Slingshot Aerospace,Alumni Ventures
1817,1720,2199,SmartHop,Alumni Ventures
1818,446,2199,Thirty Madison,Alumni Ventures
1819,607,2199,what3words,Alumni Ventures
1820,1932,2199,GrubMarket,Alumni Ventures
1821,909,2199,Jeeves,Alumni Ventures
1822,918,2199,Pacaso,Alumni Ventures
1823,53,2199,On Deck,Alumni Ventures
1824,2145,2199,Hydrow,Alumni Ventures
1825,1301,2199,Hello Alice,Alumni Ventures
1826,2152,2199,JumpCloud,Alumni Ventures
1827,611,2199,Rigetti Computing,Alumni Ventures
1828,1458,2199,Algorand,Alumni Ventures
1829,1362,2199,Circle,Alumni Ventures
1830,1236,2199,Data.world,Alumni Ventures
1831,1032,2199,Deserve,Alumni Ventures
1832,2522,2199,Arcadia,Alumni Ventures
1833,2467,2199,Dataminr,Alumni Ventures
1834,1931,2199,Future Family,Alumni Ventures
1835,1423,2199,Conversica,Alumni Ventures
1836,2293,2199,Arcus,Alumni Ventures
1837,1995,2199,BlockFi,Alumni Ventures
1838,2649,2262,Shift,Lithia Motors
1839,2649,1775,Shift,Highland Capital Partners
1840,1090,1775,Huntress,Highland Capital Partners
1841,2440,1775,Rent the Runway,Highland Capital Partners
1842,2649,687,Shift,Threshold
1843,652,687,CircleCI,Threshold
1844,2455,687,Brightline,Threshold
1845,2569,687,Alchemist Accelerator,Threshold
1846,1977,687,Good Technology,Threshold
1847,2425,687,Baidu,Threshold
1848,2478,1444,Zeta,Mastercard
1849,1225,1444,Pine Labs,Mastercard
1850,2544,1444,Razorpay,Mastercard
1851,1603,1444,Digital Currency Group,Mastercard
1852,1089,1444,Flutterwave,Mastercard
1853,1623,1444,Airwallex,Mastercard
1854,1032,1444,Deserve,Mastercard
1855,2478,1753,Zeta,Sodexo
1856,1172,1818,Sayurbox,International Finance Corporation
1857,781,1818,UpGrad,International Finance Corporation
1858,697,1818,Shadowfax,International Finance Corporation
1859,2607,1818,GrowSari,International Finance Corporation
1860,879,1818,Navi Technologies,International Finance Corporation
1861,769,1818,RBL Bank,International Finance Corporation
1862,1490,1818,Andela,International Finance Corporation
1863,1287,1818,Bizongo,International Finance Corporation
1864,1438,1818,Bandhan Bank,International Finance Corporation
1865,1172,1844,Sayurbox,Alpha JWC Ventures
1866,195,1844,Funding Societies,Alpha JWC Ventures
1867,1662,1844,Ajaib,Alpha JWC Ventures
1868,1172,2396,Sayurbox,Global Brain Corporation
1869,191,2396,Near,Global Brain Corporation
1870,1730,2396,PlaceHolder,Global Brain Corporation
1871,1172,462,Sayurbox,Northstar Group
1872,1172,1141,Sayurbox,Syngenta Ventures
1873,1449,1358,Venture Catalysts,Zaffiro Ventures
1874,1449,38,Venture Catalysts,Raj Sareen
1875,1465,38,Intel Capital,Raj Sareen
1876,1817,1321,SoftBank,Samsung Electronics
1877,1475,1321,Yuga Labs,Samsung Electronics
1878,904,1321,DigiLens,Samsung Electronics
1879,60,2300,Viberate,George Burke
1880,2659,2300,Chainlink,George Burke
1881,60,2077,Viberate,ABC Accelerator
1882,538,1337,Silver Lake,Mubadala
1883,2038,1337,SpotOn,Mubadala
1884,469,1337,tabby,Mubadala
1885,1328,1337,Reliance Retail,Mubadala
1886,1591,1337,Evotec,Mubadala
1887,538,1461,Silver Lake,Dyal Capital Partners
1888,215,1461,Sixth Street,Dyal Capital Partners
1889,2258,1461,H.I.G. Capital,Dyal Capital Partners
1890,2518,1461,ICONIQ Capital,Dyal Capital Partners
1891,1814,1461,Golub Capital,Dyal Capital Partners
1892,538,1017,Silver Lake,Ikhlas Capital
1893,460,480,Vontive,8VC
1894,1548,480,Socotra,8VC
1895,965,480,Twingate,8VC
1896,1460,480,Yugabyte,8VC
1897,792,480,Mojo Vision,8VC
1898,2531,480,Omni,8VC
1899,2113,480,Hive,8VC
1900,181,480,Maven Clinic,8VC
1901,2464,480,Eight Sleep,8VC
1902,942,480,Airbyte,8VC
1903,2088,480,Forethought,8VC
1904,429,480,Clearco,8VC
1905,184,480,Flexport,8VC
1906,1466,480,Affinity,8VC
1907,1323,480,Evernow,8VC
1908,1666,480,Citizen,8VC
1909,1495,480,Ascend.io,8VC
1910,1357,480,BlueVoyant,8VC
1911,460,981,Vontive,Founders Fund
1912,1548,981,Socotra,Founders Fund
1913,574,981,SESO,Founders Fund
1914,1804,981,Xero,Founders Fund
1915,418,981,Workrise,Founders Fund
1916,732,981,SWORD Health,Founders Fund
1917,2600,981,SoFi,Founders Fund
1918,1869,981,StartX (Stanford-StartX Fund),Founders Fund
1919,1409,981,Meta,Founders Fund
1920,45,981,Niantic,Founders Fund
1921,2195,981,Pipefy,Founders Fund
1922,1023,981,Planet,Founders Fund
1923,2531,981,Omni,Founders Fund
1924,53,981,On Deck,Founders Fund
1925,2113,981,Hive,Founders Fund
1926,826,981,Lattice,Founders Fund
1927,693,981,Oculus,Founders Fund
1928,1526,981,Natera,Founders Fund
1929,1671,981,Origin,Founders Fund
1930,1468,981,Palantir Technologies,Founders Fund
1931,979,981,Built Robotics,Founders Fund
1932,1980,981,Branch,Founders Fund
1933,429,981,Clearco,Founders Fund
1934,1719,981,BitPay,Founders Fund
1935,1319,981,Forward,Founders Fund
1936,2066,981,Clever,Founders Fund
1937,1500,981,Eat Just,Founders Fund
1938,460,795,Vontive,XYZ Venture Capital
