Id,SOURCE,TARGET,LabelSource,LabelTarget
3327,530,1844,Ascent Capital,RBL Bank
3328,659,1572,International Finance Corporation,Bandhan Bank
3329,1750,1572,HDFC Bank,Bandhan Bank
3330,1140,1572,GIC,Bandhan Bank
3331,1650,1572,Abu Dhabi Investment Authority,Bandhan Bank
3332,1654,1936,Global Brain Corporation,PlaceHolder
3333,1484,1936,Incubate Fund,PlaceHolder
3334,186,354,Samsung Electronics,Yuga Labs
3335,1579,354,MoonPay,Yuga Labs
3336,417,354,Genies,Yuga Labs
3337,1896,354,Animoca Brands,Yuga Labs
3338,793,354,Coinbase,Yuga Labs
3339,186,243,Samsung Electronics,DigiLens
3340,715,243,Foxconn Technology Group,DigiLens
3341,786,243,Sony Innovation Fund,DigiLens
3342,308,243,Niantic,DigiLens
3343,903,243,Corning,DigiLens
3344,373,600,Mubadala,Silver Lake
3345,104,600,Dyal Capital Partners,Silver Lake
3346,373,278,Mubadala,tabby
3347,949,278,VentureSouq,tabby
3348,515,278,Global Founders Capital,tabby
3349,1189,278,HOF Capital,tabby
3350,766,278,Delivery Hero,tabby
3351,373,1515,Mubadala,Reliance Retail
3352,1940,1515,General Atlantic,Reliance Retail
3353,630,1515,TPG,Reliance Retail
3354,600,1515,Silver Lake,Reliance Retail
3355,1299,1515,Saudi Arabia's Public Investment Fund,Reliance Retail
3356,373,1692,Mubadala,Evotec
3357,361,1692,Gilde Healthcare,Evotec
3358,1241,1692,Omega Funds,Evotec
3359,104,818,Dyal Capital Partners,Sixth Street
3360,104,1748,Dyal Capital Partners,H.I.G. Capital
3361,104,1629,Dyal Capital Partners,ICONIQ Capital
3362,104,507,Dyal Capital Partners,Golub Capital
3363,1589,1700,8VC,Vontive
3364,750,1700,XYZ Venture Capital,Vontive
3365,912,1700,Goldcrest Capital,Vontive
3366,1080,1700,Zigg Capital,Vontive
3367,1589,1849,8VC,Omni
3368,1138,1849,Bolt,Omni
3369,1297,1849,Flybridge,Omni
3370,1589,1398,8VC,Hive
3371,1779,1398,Bracket Capital,Hive
3372,1154,1398,Eniac Ventures,Hive
3373,1589,94,8VC,Affinity
3374,1792,94,Menlo Ventures,Affinity
3375,697,94,Western Technology Investment,Affinity
3376,1320,94,Pear VC,Affinity
3377,1080,1525,Zigg Capital,Tomo
3378,601,1525,SVB Capital,Tomo
3379,1668,1525,Ribbit Capital,Tomo
3380,29,1525,NFX,Tomo
3381,443,1525,DST Global,Tomo
3382,971,925,DCVC,Lumafield
3383,1049,925,Lux Capital,Lumafield
3384,953,925,Haystack,Lumafield
3385,1094,925,LAUNCH,Lumafield
3386,971,1544,DCVC,On Deck
3387,251,832,FundersClub,Grin
3388,1094,832,LAUNCH,Grin
3389,1797,494,SOSV,rocketship.vc
3390,1878,9,US Department of Energy,Siemens
3391,1878,438,US Department of Energy,Honeywell
3392,1878,1764,US Department of Energy,American Axle & Manufacturing
3393,2075,1247,Deutsche Bank,SkyHive
3394,2035,1247,Eldridge,SkyHive
3395,474,1247,Accenture,SkyHive
3396,1637,1247,Village Capital,SkyHive
3397,1368,1247,Accenture Ventures,SkyHive
3398,2075,367,Deutsche Bank,Proxymity
3399,732,367,JP Morgan,Proxymity
3400,1640,367,HSBC,Proxymity
3401,491,367,BNY Mellon,Proxymity
3402,401,367,State Street,Proxymity
3403,2098,1864,European regional development fund (ERDF),Startup Wise Guys
3404,732,2091,JP Morgan,Saphyre
3405,966,2091,BNP Paribas,Saphyre
3406,516,2091,HCAP Partners,Saphyre
3407,16,834,Ripple,Coil
3408,1943,1352,RA Capital Management,Sierra Oncology
3409,615,1352,OrbiMed,Sierra Oncology
3410,1976,1352,Vivo Capital,Sierra Oncology
3411,1466,1352,Frazier Healthcare Partners,Sierra Oncology
3412,1274,1352,Capital Midwest Fund,Sierra Oncology
3413,1943,1301,RA Capital Management,Bristol Myers Squibb
3414,1976,1301,Vivo Capital,Bristol Myers Squibb
3415,1972,1301,Venrock,Bristol Myers Squibb
3416,339,1301,Rock Springs Capital,Bristol Myers Squibb
3417,1140,1212,GIC,Refinitiv
3418,1964,1212,Canada Pension Plan Investment Board,Refinitiv
3419,323,1212,Blackstone Group,Refinitiv
3420,1482,2100,Optum Ventures,LetsGetChecked
3421,122,2100,Qiming Venture Partners,LetsGetChecked
3422,282,2100,Casdin Capital,LetsGetChecked
3423,1169,898,Surge,OneCode
3424,1113,898,Nexus Venture Partners,OneCode
3425,425,1962,BEENEXT,Skuad
3426,317,1962,Anthemis Group,Skuad
3427,1580,1962,Alto Partners Multi-Family Office,Skuad
3428,175,1962,Mindlance,Skuad
3429,425,735,BEENEXT,MyShubhLife
3430,1016,735,Gojo & Company,MyShubhLife
3431,2080,735,Flourish Ventures,MyShubhLife
3432,115,735,Patamar Capital,MyShubhLife
3433,1691,693,Kalaari Capital,WinZO
3434,2032,693,Makers Fund,WinZO
3435,1651,693,Griffin Gaming Partners,WinZO
3436,708,693,Hike,WinZO
3437,1691,812,Kalaari Capital,PhableCare
3438,1480,812,Inflection Point Ventures,PhableCare
3439,2033,812,LetsVenture,PhableCare
3440,1604,812,Google for Startups,PhableCare
3441,1404,1236,HarbourVest Partners,Stax
3442,561,1236,Fulcrum Equity Partners,Stax
3443,307,1236,Greater Sum Ventures,Stax
3444,1404,1657,HarbourVest Partners,Vestar Capital Partners
3445,519,1657,Antares Capital,Vestar Capital Partners
3446,1404,932,HarbourVest Partners,Lucid
3447,1293,932,Revolution,Lucid
3448,1283,932,Sopris Capital Associates,Lucid
3449,340,932,North Bridge Venture Partners & Growth Equity,Lucid
3450,1211,1027,Fin Venture Capital,SamCart
3451,289,1027,TTV Capital,SamCart
3452,2035,1027,Eldridge,SamCart
3453,1776,1027,George Kaiser Family Foundation,SamCart
3454,1211,939,Fin Venture Capital,DailyPay
3455,1268,939,Sand Hill Angels,DailyPay
3456,14,939,Evolution VC Partners,DailyPay
3457,1509,939,Barclays,DailyPay
3458,2035,1495,Eldridge,Viral Nation
3459,2035,1331,Eldridge,CAIS
3460,694,1331,Franklin Templeton Investments,CAIS
3461,1845,1331,Apollo,CAIS
3462,631,603,Streamlined Ventures,Voyager
3463,1885,603,Moving Capital,Voyager
3464,141,603,Stifel Financial,Voyager
3465,1998,477,SixThirty,Silverfort
3466,229,477,StageOne Ventures,Silverfort
3467,496,477,TLV Partners,Silverfort
3468,29,1757,NFX,Triple Whale
3469,1372,1757,Elephant,Triple Whale
3470,29,990,NFX,Finrise
3471,1695,990,Mayfield Fund,Finrise
3472,697,990,Western Technology Investment,Finrise
3473,1329,167,Seedcamp,Grover
3474,515,167,Global Founders Capital,Grover
3475,1292,167,Energy Impact Partners,Grover
3476,1487,167,Augmentum Fintech,Grover
3477,1396,167,LG Group,Grover
3478,515,1415,Global Founders Capital,Shares
3479,1546,1415,Singular,Shares
3480,1151,1415,Valar Ventures,Shares
3481,669,1415,Red Sea Ventures,Shares
3482,515,293,Global Founders Capital,Rocket Internet
3483,951,293,PLDT,Rocket Internet
3484,1933,293,Access Industries,Rocket Internet
3485,1519,293,HV Capital,Rocket Internet
3486,699,293,United Internet Ventures,Rocket Internet
3487,515,225,Global Founders Capital,Dolado
3488,2080,225,Flourish Ventures,Dolado
3489,1837,225,Endeavor,Dolado
3490,2046,225,Clocktower Technology Ventures,Dolado
3491,1141,225,Norte Ventures,Dolado
3492,1985,1028,Stripe,Stellar Development Foundation
3493,317,1357,Anthemis Group,Sydecar
3494,1058,1357,Hustle Fund,Sydecar
3495,217,1357,Deciens Capital,Sydecar
3496,317,626,Anthemis Group,Azimo
3497,1715,626,Quona Capital,Azimo
3498,1034,626,Rakuten,Azimo
3499,1917,739,BoxGroup,Dataminr
3500,1576,739,Valor Equity Partners,Dataminr
3501,639,739,Credit Suisse,Dataminr
3502,694,1430,Franklin Templeton Investments,Sweetgreen
3503,1704,1430,T. Rowe Price,Sweetgreen
3504,1268,1430,Sand Hill Angels,Sweetgreen
3505,1293,1430,Revolution,Sweetgreen
3506,705,290,IAC,Tinder
3507,648,1769,Goldman Sachs Asset Management,Zilch
3508,1645,1769,Ventura Capital,Zilch
3509,1083,1769,dmg ventures,Zilch
3510,918,1769,Gauss Ventures,Zilch
3511,648,22,Goldman Sachs Asset Management,TemperPack
3512,1293,22,Revolution,TemperPack
3513,1439,22,Interplay,TemperPack
3514,1265,22,Third Prime,TemperPack
3515,648,1091,Goldman Sachs Asset Management,TriplePoint Venture Growth
3516,648,1694,Goldman Sachs Asset Management,Accel-KKR
3517,1083,2060,dmg ventures,Hambro Perks Ltd.
3518,275,431,Argo Blockchain,WonderFi
3519,1253,431,Alameda Research,WonderFi
3520,368,431,Canaccord Genuity Group,WonderFi
3521,1275,1342,Liquid 2 Ventures,IUNU
3522,815,1342,Initialized Capital,IUNU
3523,1637,1342,Village Capital,IUNU
3524,799,1342,S2G Ventures,IUNU
3525,1947,1342,Astanor Ventures,IUNU
3526,1704,909,T. Rowe Price,Coupa Software
3527,365,909,Battery Ventures,Coupa Software
3528,1788,909,Crosslink Capital,Coupa Software
3529,508,909,BlueRun Ventures,Coupa Software
3530,13,1612,Two Sigma Ventures,Canary
3531,1661,1612,Khosla Ventures,Canary
3532,697,1612,Western Technology Investment,Canary
3533,1825,1295,Scale Venture Partners,Demandbase
3534,2025,1295,Altos Ventures,Demandbase
3535,1583,1295,Salesforce Ventures,Demandbase
3536,849,1295,Adobe,Demandbase
3537,1940,2086,General Atlantic,unico IDtech
3538,382,2086,SOFTBANK Latin America Ventures,unico IDtech
3539,1631,2086,Igah Ventures.,unico IDtech
3540,1940,1518,General Atlantic,Lenovo
3541,630,1518,TPG,Lenovo
3542,1163,1518,Legend Holdings,Lenovo
3543,1354,1518,Chinese Academy Of Sciences,Lenovo
3544,1667,1518,The Parent Company,Lenovo
3545,1940,1590,General Atlantic,IIFL Wealth Management
3546,1552,1590,Bain Capital,IIFL Wealth Management
3547,1940,1369,General Atlantic,NET1 UEPS Technologies Inc.
3548,1940,1014,General Atlantic,Crehana
3549,772,1014,Rethink Education,Crehana
3550,1490,1014,Wayra,Crehana
3551,430,1014,Alive Ventures,Crehana
3552,1940,1626,General Atlantic,Evisort
3553,549,1626,Vertex Ventures,Evisort
3554,520,1626,Village Global,Evisort
3555,900,1626,Rough Draft Ventures,Evisort
3556,1287,1626,M12 - Microsoft's Venture Fund,Evisort
3557,139,896,Point Nine,Amenitiz
3558,421,896,Eight Roads Ventures,Amenitiz
3559,741,896,BACKED VC,Amenitiz
3560,1450,896,Otium Capital,Amenitiz
3561,1715,747,Quona Capital,Yoco
3562,913,747,Musha Ventures,Yoco
3563,429,747,Breyer Capital,Yoco
3564,1189,747,HOF Capital,Yoco
3565,2016,107,Kleiner Perkins,Plex
3566,45,107,Klass Capital,Plex
3567,153,107,Intercap,Plex
3568,2016,171,Kleiner Perkins,Interos
3569,1368,171,Accenture Ventures,Interos
3570,1972,171,Venrock,Interos
3571,419,171,Broadway Angels,Interos
3572,2016,840,Kleiner Perkins,Amazon
3573,1522,840,AOL,Amazon
3574,585,363,WndrCo,Sure
3575,1792,363,Menlo Ventures,Sure
3576,404,363,ff Venture Capital,Sure
3577,281,363,Declaration Partners,Sure
3578,615,1511,OrbiMed,ReViral
3579,2010,1511,Perceptive Advisors,ReViral
3580,1271,1511,Andera Partners,ReViral
3581,1819,1511,New Leaf Venture Partners,ReViral
3582,38,2011,LRVHealth,IntelyCare
3583,322,2011,Janus Henderson Investors,IntelyCare
3584,1233,2011,Longitude Capital,IntelyCare
3585,978,2011,Kaiser Permanente Ventures,IntelyCare
3586,1821,2011,Endeavour Vision,IntelyCare
3587,1661,1412,Khosla Ventures,Tarana Wireless
3588,397,1412,K3 Ventures,Tarana Wireless
3589,63,1412,I Squared Capital,Tarana Wireless
3590,1161,1412,DTCP,Tarana Wireless
3591,88,1412,DIRECTV,Tarana Wireless
3592,1661,1426,Khosla Ventures,SWORD Health
3593,1661,1598,Khosla Ventures,LanzaTech
3594,916,1598,CICC,LanzaTech
3595,122,1598,Qiming Venture Partners,LanzaTech
3596,697,1598,Western Technology Investment,LanzaTech
3597,1268,244,Sand Hill Angels,2TM
3598,1060,244,Tribe Capital,2TM
3599,1837,244,Endeavor,2TM
3600,1243,244,MercadoLibre,2TM
3601,391,244,TC - TradersClub,2TM
3602,1877,680,Crane Venture Partners,Tinybird
3603,882,680,CRV,Tinybird
3604,1546,680,Singular,Tinybird
3605,882,973,CRV,ProtonMail
3606,306,973,European Commission,ProtonMail
3607,1786,973,MIT Venture Mentoring Service (MIT VMS),ProtonMail
3608,474,2081,Accenture,Team8
3609,437,2081,Qualcomm,Team8
3610,1501,2081,Nokia,Team8
3611,1532,2081,Microsoft,Team8
3612,577,2081,AT&T,Team8
3613,474,767,Accenture,Youth Business International
3614,1637,257,Village Capital,Global Data Consortium
3615,1212,257,Refinitiv,Global Data Consortium
3616,1010,257,VilCap Investments,Global Data Consortium
3617,1456,1546,Norwest Venture Partners,Singular
3618,398,1546,Telstra Ventures,Singular
3619,462,1546,DCM Ventures,Singular
3620,549,2,Vertex Ventures,DataRails
3621,950,2,Innovation Endeavors,DataRails
3622,241,2,Zeev Ventures,DataRails
3623,701,2,Qumra Capital,DataRails
3624,597,2,Vertex Ventures Israel,DataRails
3625,1946,1062,G Squared,LinkSquares
3626,728,1062,Jump Capital,LinkSquares
3627,775,1062,Xerox,LinkSquares
3628,66,1062,Hyperplane Venture Capital,LinkSquares
3629,192,1062,Touchdown Ventures,LinkSquares
3630,752,1202,Oregon Venture Fund,The Wild
3631,1346,1202,Elevate Capital,The Wild
3632,1264,1202,Portland Seed Fund,The Wild
3633,1895,1202,Ideaship,The Wild
3634,384,1406,9Unicorns Accelerator Fund,Instoried
3635,1230,1406,Venture Catalysts,Instoried
3636,1222,1406,EXPERT DOJO,Instoried
3637,897,1406,Mumbai Angels,Instoried
3638,384,1513,9Unicorns Accelerator Fund,BluSmart Mobility
3639,1230,1513,Venture Catalysts,BluSmart Mobility
3640,1480,1513,Inflection Point Ventures,BluSmart Mobility
3641,2033,1513,LetsVenture,BluSmart Mobility
3642,1348,1513,BlackSoil,BluSmart Mobility
3643,1184,668,Bpifrance,Deepki
3644,1569,668,One Peak Partners,Deepki
3645,742,668,Highland Europe,Deepki
3646,1439,259,Interplay,Black Crow AI
3647,440,259,Good Friends,Black Crow AI
3648,1502,259,Primary Venture Partners,Black Crow AI
3649,1265,1586,Third Prime,SeedInvest
3650,518,1586,Great Oaks Venture Capital,SeedInvest
3651,420,1586,Scout Ventures,SeedInvest
3652,1402,1586,Krillion Ventures,SeedInvest
3653,1656,959,Careem,SWVL Technologies
3654,537,959,Autotech Ventures,SWVL Technologies
3655,196,959,Oman Technology Fund,SWVL Technologies
3656,1248,959,BECO Capital,SWVL Technologies
3657,1436,977,Human Capital,Studio
3658,2108,977,Floodgate,Studio
3659,255,977,OVO Fund,Studio
3660,514,977,Forerunner Ventures,Studio
3661,725,977,Greenoaks Capital,Studio
3662,1792,1054,Menlo Ventures,Roku
3663,4,1054,Netflix,Roku
3664,2017,1054,News Corp,Roku
3665,1782,1054,Good Technology,Roku
3666,1792,204,Menlo Ventures,EdCast
3667,594,204,Kapor Capital,EdCast
3668,117,204,Stanford University,EdCast
3669,15,204,StartX (Stanford-StartX Fund),EdCast
3670,370,204,Cervin,EdCast
3671,1523,1031,i80 | Group,Society Brands
3672,1523,1458,i80 | Group,Lighter Capital
3673,1479,1458,National Australia Bank (NAB),Lighter Capital
3674,639,1458,Credit Suisse,Lighter Capital
3675,1886,1458,Voyager Capital,Lighter Capital
3676,473,835,Ocean Azul Partners,Taxfyle
3677,2104,835,IDC Ventures,Taxfyle
3678,1512,835,Fuel Venture Capital,Taxfyle
3679,1390,6,Shopify,Pipe
3680,1060,6,Tribe Capital,Pipe
3681,79,6,Okta,Pipe
3682,616,6,Republic,Pipe
3683,1314,6,HubSpot,Pipe
3684,1573,190,Westpac,Zip
3685,1479,190,National Australia Bank (NAB),Zip
3686,1419,190,Victory Park Capital,Zip
3687,421,304,Eight Roads Ventures,Securonix
3688,550,304,Volition Capital,Securonix
3689,421,1455,Eight Roads Ventures,Toothsi
3690,1590,1455,IIFL Wealth Management,Toothsi
3691,120,1455,Stride Ventures,Toothsi
3692,421,258,Eight Roads Ventures,WuXi AppTec
3693,1347,258,Warburg Pincus,WuXi AppTec
3694,1652,258,NewSpring,WuXi AppTec
3695,421,737,Eight Roads Ventures,Moneybox
3696,1846,737,Breega,Moneybox
3697,2060,737,Hambro Perks Ltd.,Moneybox
3698,2094,737,Samos Investments,Moneybox
3699,1679,737,Fidelity International Strategic Ventures,Moneybox
3700,421,1407,Eight Roads Ventures,Northern Arc
3701,710,1407,LeapFrog Investments,Northern Arc
3702,1956,1407,Standard Chartered Bank,Northern Arc
3703,1103,1407,Kotak Mahindra Bank,Northern Arc
3704,421,1376,Eight Roads Ventures,Noogata
3705,2081,1376,Team8,Noogata
3706,776,1644,TCV,Zillow
3707,1959,1644,Legg Mason,Zillow
3708,1232,1644,PAR Capital Management,Zillow
3709,776,296,TCV,Splunk
3710,600,296,Silver Lake,Splunk
3711,101,296,Hellman & Friedman,Splunk
3712,1223,296,August Capital,Splunk
3713,776,4,TCV,Netflix
3714,236,4,Institutional Venture Partners,Netflix
3715,1192,4,Foundation Capital,Netflix
3716,917,4,Comdisco Ventures,Netflix
3717,776,231,TCV,Rapid7
3718,1180,231,Bain Capital Ventures,Rapid7
3719,776,203,TCV,Datto
3720,1237,1890,Stripes,Spectro Cloud
3721,1121,1890,Sierra Ventures,Spectro Cloud
3722,1935,1890,WestWave Capital,Spectro Cloud
3723,2030,1890,T-Mobile Ventures,Spectro Cloud
3724,1639,1890,Boldstart Ventures,Spectro Cloud
3725,123,1307,Ulu Ventures,Future Family
3726,1291,1307,OurCrowd,Future Family
3727,14,1307,Evolution VC Partners,Future Family
3728,1249,988,Wells Fargo,Cushman & Wakefield
3729,974,988,Santander Bank,Cushman & Wakefield
3730,1717,988,Vanke,Cushman & Wakefield
3731,365,1081,Battery Ventures,Compt
3732,173,1081,Harlem Capital Partners,Compt
3733,1621,1081,Impellent Ventures,Compt
3734,657,1356,Qatar Investment Authority,Fluence
3735,1138,921,Bolt,Sense
3736,1292,921,Energy Impact Partners,Sense
3737,2079,921,Schneider Electric,Sense
3738,1695,1832,Mayfield Fund,Prime Venture Partners
3739,1695,223,Mayfield Fund,Edison
3740,536,223,U.S. Venture Partners,Edison
3741,600,1011,Silver Lake,TAL Education Group
3742,600,700,Silver Lake,Motorola Solutions
3743,600,90,Silver Lake,AMC Theatres
3744,1931,90,Mudrick Capital Management,AMC Theatres
3745,95,532,Lightrock,Vivriti Capital
3746,95,620,Lightrock,Aye Finance
3747,1407,620,Northern Arc,Aye Finance
3748,492,620,Alpha Wave Global,Aye Finance
3749,1553,620,responsAbility,Aye Finance
3750,1203,824,Matrix Partners India,Avail Finance
3751,179,824,Alteria Capital,Avail Finance
3752,492,824,Alpha Wave Global,Avail Finance
3753,189,556,Citibank,The Walt Disney Company
3754,189,197,Citibank,Capital on Tap
3755,966,197,BNP Paribas,Capital on Tap
3756,1640,197,HSBC,Capital on Tap
3757,1091,197,TriplePoint Venture Growth,Capital on Tap
3758,1822,197,Pollen Street Capital,Capital on Tap
3759,1933,666,Access Industries,Selina
3760,593,666,Abraaj Group,Selina
3761,1933,184,Access Industries,Deezer
3762,1600,184,Idinvest Partners,Deezer
3763,655,184,Orange,Deezer
3764,1800,184,Kingdom Holding Company,Deezer
3765,1347,699,Warburg Pincus,United Internet Ventures
3766,1347,1462,Warburg Pincus,Phil
3767,1154,1462,Eniac Ventures,Phil
3768,1788,1462,Crosslink Capital,Phil
3769,1347,2029,Warburg Pincus,Eleanor Health
3770,1333,2029,Northpond Ventures,Eleanor Health
3771,416,2029,Echo Health Ventures,Eleanor Health
3772,1580,1313,Alto Partners Multi-Family Office,Snapchat
3773,1304,1991,SBI Group,finleap
3774,1317,1991,IONIQ,finleap
3775,1909,1991,Hannover Re,finleap
3776,1541,1991,MS&AD Ventures,finleap
3777,837,1991,Ping An Global Voyager,finleap
3778,1056,1445,Greenspring Associates,Cyara
3779,788,1445,PeakSpan Capital,Cyara
3780,1638,1445,K1 Investment Management,Cyara
3781,284,1117,RBC Capital,Creative Destruction Lab (CDL)
3782,2051,1117,Bank of Montreal,Creative Destruction Lab (CDL)
3783,1969,1117,Government of Canada,Creative Destruction Lab (CDL)
3784,1407,768,Northern Arc,UpScalio
3785,1818,768,OfBusiness,UpScalio
3786,452,768,468 Capital,UpScalio
3787,816,768,Kingsway Capital,UpScalio
3788,1481,768,Heliad Equity Partners,UpScalio
3789,1441,566,Novator,Nord Security
3790,1242,841,Felix Capital,re:cap
3791,31,841,Project A Ventures,re:cap
3792,1809,838,LocalGlobe,Ark Kapital
3793,1046,838,Creandum,Ark Kapital
3794,1217,1853,The Carlyle Group,Ampere Computing
3795,435,1853,Oracle,Ampere Computing
3796,2007,1853,Arm Holdings,Ampere Computing
3797,594,867,Kapor Capital,Strive
3798,1939,867,NextView Ventures,Strive
3799,1453,867,Graph Ventures,Strive
3800,1581,867,Upfront Ventures,Strive
3801,594,1599,Kapor Capital,Aclima
3802,10,1599,Emerson Collective,Aclima
3803,1432,1599,Microsoft Climate Innovation Fund,Aclima
3804,296,1599,Splunk,Aclima
3805,1600,2079,Idinvest Partners,Schneider Electric
3806,1600,1901,Idinvest Partners,October
3807,884,1901,Partech,October
3808,748,1901,European Investment Bank,October
3809,1292,1701,Energy Impact Partners,GridX
3810,637,1701,Moore Strategic Ventures,GridX
3811,994,1701,Sunfox Capital,GridX
3812,1292,625,Energy Impact Partners,Attivo Networks
3813,1180,625,Bain Capital Ventures,Attivo Networks
3814,1552,625,Bain Capital,Attivo Networks
3815,1582,625,Forgepoint Capital,Attivo Networks
3816,1180,745,Bain Capital Ventures,ParaFi Capital
3817,1487,745,Augmentum Fintech,ParaFi Capital
3818,1632,745,Dragonfly Capital Partners,ParaFi Capital
3819,1098,745,9Yards Capital,ParaFi Capital
3820,1,1741,AirTree Ventures,Zepto
3821,2001,658,B Capital Group,Zipmex
3822,728,658,Jump Capital,Zipmex
3823,851,658,MindWorks Capital,Zipmex
3824,1213,658,TNB AURA,Zipmex
3825,954,658,Plan B Media,Zipmex
3826,250,1749,Protocol Labs,Functionland
3827,118,1749,DFINITY,Functionland
3828,1643,1749,Outlier Ventures,Functionland
3829,643,1749,DoraHacks,Functionland
3830,1592,970,Summit Partners,Infor
3831,1583,970,Salesforce Ventures,Infor
3832,529,970,Golden Gate Capital,Infor
3833,1592,808,Summit Partners,Optimove
3834,1167,808,Israel Growth Partners,Optimove
3835,1592,859,Summit Partners,McAfee
3836,1592,1026,Summit Partners,Akeneo
3837,884,1026,Partech,Akeneo
3838,1583,1026,Salesforce Ventures,Akeneo
3839,1204,1026,Kima Ventures,Akeneo
3840,1914,1026,Alven,Akeneo
3841,1366,919,Banco Bilbao Vizcaya Argentaria,Porsche
3842,1693,2066,Mirae Asset Global Investments,Naver
3843,1458,343,Lighter Capital,Stylitics
3844,788,343,PeakSpan Capital,Stylitics
3845,884,665,Partech,Weglot
3846,884,2013,Partech,Material Exchange
3847,1603,2013,Inventure,Material Exchange
3848,1993,2013,Molten Ventures,Material Exchange
3849,546,2013,Norrsken VC,Material Exchange
3850,850,2013,Day One Capital,Material Exchange
3851,884,975,Partech,Five9
3852,2068,975,Adams Street Partners,Five9
3853,93,975,Sapphire Ventures,Five9
3854,480,975,City National Bank,Five9
3855,298,975,Hummer Winblad Venture Partners,Five9
3856,2019,1322,Moderne Ventures,Kaiyo
3857,2045,1322,Lerer Hippeau,Kaiyo
3858,1044,1322,Correlation Ventures,Kaiyo
3859,157,32,EDBI,Bolttech
3860,1150,32,Activant Capital,Bolttech
3861,606,32,Alma Mundi Ventures,Bolttech
3862,697,385,Western Technology Investment,ANSYS
3863,432,1718,Azure Capital Partners,Selector
3864,389,1718,Atlantic Bridge,Selector
3865,21,1718,SineWave Ventures,Selector
3866,1201,1718,Two Bear Capital,Selector
3867,1316,1718,Comcast Ventures,Selector
3868,1316,463,Comcast Ventures,Camino Financial
3869,2067,463,Community Investment Management,Camino Financial
3870,554,463,DILA Capital,Camino Financial
3871,2072,463,Impact America Fund,Camino Financial
3872,782,463,Collaborative Fund,Camino Financial
3873,1457,1408,Barclays Investment Bank,Telefonica
3874,743,1408,BBVA Ventures,Telefonica
3875,1638,1072,K1 Investment Management,TokenEx
3876,639,2052,Credit Suisse,FINN
3877,1007,2052,White Star Capital,FINN
3878,1519,2052,HV Capital,FINN
3879,1427,2052,Picus Capital,FINN
3880,328,1209,Winklevoss Capital,Gemini
3881,2064,1209,Pantera Capital,Gemini
3882,745,1209,ParaFi Capital,Gemini
3883,305,1209,Marcy Venture Partners,Gemini
3884,1817,1209,Mogo,Gemini
3885,328,357,Winklevoss Capital,Ethereum Foundation
3886,1164,357,KR1,Ethereum Foundation
3887,577,15,AT&T,StartX (Stanford-StartX Fund)
3888,584,15,Cisco,StartX (Stanford-StartX Fund)
3889,1981,15,Groupon,StartX (Stanford-StartX Fund)
3890,117,15,Stanford University,StartX (Stanford-StartX Fund)
3891,736,1602,Tencent Music Entertainment,Warner Music Group
3892,1267,2039,Caisse de Depot et Placement du Quebec,Sedgwick Claims Management Services
3893,1964,2039,Canada Pension Plan Investment Board,Sedgwick Claims Management Services
3894,1267,562,Caisse de Depot et Placement du Quebec,Real Ventures
3895,1267,178,Caisse de Depot et Placement du Quebec,Celsius Network
3896,870,178,gumi Cryptos Capital (gCC),Celsius Network
3897,405,178,WestCap,Celsius Network
3898,1795,178,Disrupt Ventures,Celsius Network
3899,1787,178,Alpha Sigma Capital,Celsius Network
3900,1267,1723,Caisse de Depot et Placement du Quebec,Dialogue
3901,1007,1723,White Star Capital,Dialogue
3902,1519,1723,HV Capital,Dialogue
3903,1964,424,Canada Pension Plan Investment Board,Altice USA
3904,928,424,BC Partners,Altice USA
3905,834,1449,Coil,Uphold
3906,155,1449,Hard Yaka,Uphold
3907,831,1449,Venovate,Uphold
3908,1652,1805,NewSpring,ExecOnline
3909,1335,1805,Forum Ventures,ExecOnline
3910,1367,1805,ABS Capital Partners,ExecOnline
3911,1483,1805,Washington Post,ExecOnline
3912,2064,1127,Pantera Capital,Ankr
3913,392,1127,NEO Global Capital (NGC),Ankr
3914,450,1127,DHVC,Ankr
3915,1915,1127,Mapleblock Capital,Ankr
3916,780,806,FBG Capital,RockX
3917,1716,806,Amber Group,RockX
3918,168,806,Matrixport,RockX
3919,218,806,IMO Ventures,RockX
3920,993,993,Tech Coast Angels,Tech Coast Angels
3921,584,969,Cisco,Startupbootcamp
3922,59,969,GoBeyond,Startupbootcamp
3923,1970,969,LVenture Group,Startupbootcamp
3924,584,1994,Cisco,Stellaris Venture Partners
3925,59,858,GoBeyond,Kae Capital
3926,59,59,GoBeyond,GoBeyond
3927,1992,272,TNB Financial Services,Visa
3928,244,391,2TM,TC - TradersClub
3929,876,1171,True Ventures,Emitwise
3930,1055,1171,ArcTern Ventures,Emitwise
3931,1413,1171,Social Impact Capital,Emitwise
3932,1006,1778,Faber,Seedrs
3933,1394,1778,Woodford Investment Management,Seedrs
3934,1680,509,European Bank for Reconstruction and Development,Zabka Polska
3935,113,736,Spotify,Tencent Music Entertainment
3936,1168,1013,Aphria,Sol Global investments
3937,353,496,Wipro Ventures,TLV Partners
3938,1972,1863,Venrock,Intel
3939,1397,1863,Arthur Rock & Co,Intel
3940,1785,726,Berkshire Hathaway,HP
3941,1785,1642,Berkshire Hathaway,Kroger
3942,1785,1187,Berkshire Hathaway,Aon plc
3943,1113,823,Nexus Venture Partners,Newton School
3944,1925,823,AngelList,Newton School
